#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Das läuft jetzt schon, oder?
69-15	4974-4977	den	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-16	4978-4985	Kindern	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-17	4986-4990	über	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-18	4991-4994	die	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-19	4995-5012	Prüfungssituation	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-20	5013-5020	spreche	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-21	5021-5024	und	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-22	5025-5033	versuche	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-23	5034-5038	eben	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-24	5039-5041	zu	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-25	5042-5047	sagen	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-26	5047-5048	,	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-27	5049-5054	stell	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-28	5055-5058	dir	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-29	5059-5062	vor	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-30	5062-5063	,	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-31	5064-5066	es	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-32	5067-5070	ist	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-33	5071-5078	einfach	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-34	5079-5082	nur	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-35	5083-5087	eine	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-36	5088-5099	Hausaufgabe	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-37	5099-5100	,	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-38	5101-5103	es	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	
69-39	5104-5107	ist	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	*[73]	*[73]	Strukturieren[73]	*[73]	

#Text=E (glz.): Ja.
70-1	5108-5109	E	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-2	5110-5111	(	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-3	5111-5114	glz	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-4	5114-5115	.	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-5	5115-5116	)	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-6	5116-5117	:	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-7	5118-5120	Ja	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	
70-8	5120-5121	.	*[30]	*[30]	Argumentationsphase[30]	*[30]	*[30]	*[30]	*[30]	_	_	_	_	

#Text=E (glz.): Mhm.
71-1	5122-5123	E	_	_	_	_	_	_	_	_	_	_	_	
71-2	5124-5125	(	_	_	_	_	_	_	_	_	_	_	_	
71-3	5125-5128	glz	_	_	_	_	_	_	_	_	_	_	_	
71-4	5128-5129	.	_	_	_	_	_	_	_	_	_	_	_	
71-5	5129-5130	)	_	_	_	_	_	_	_	_	_	_	_	
71-6	5130-5131	:	_	_	_	_	_	_	_	_	_	_	_	
71-7	5132-5135	Mhm	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	_	_	_	_	
71-8	5135-5136	.	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	_	_	_	_	

#Text=L: Jetzt nichts, wo irgendwie dann Druck dahinter sein muss, dass dabei eine Not herumkommt.
72-1	5137-5138	L	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	_	_	_	_	
72-2	5138-5139	:	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	_	_	_	_	
72-3	5140-5145	Jetzt	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-4	5146-5152	nichts	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-5	5152-5153	,	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-6	5154-5156	wo	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-7	5157-5166	irgendwie	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-8	5167-5171	dann	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-9	5172-5177	Druck	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-10	5178-5186	dahinter	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-11	5187-5191	sein	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-12	5192-5196	muss	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-13	5196-5197	,	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-14	5198-5202	dass	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-15	5203-5208	dabei	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-16	5209-5213	eine	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-17	5214-5217	Not	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-18	5218-5228	herumkommt	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	
72-19	5228-5229	.	*[31]	*[31]	Argumentationsphase[31]	*[31]	*[31]	*[31]	*[31]	*[74]	*[74]	*[74]	Statement[74]	

#Text=L: Und wir könnten mal schauen, dass das vielleicht schon was ändert.
73-1	5230-5231	L	_	_	_	_	_	_	_	_	_	_	_	
73-2	5231-5232	:	_	_	_	_	_	_	_	_	_	_	_	
73-3	5233-5236	Und	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-4	5237-5240	wir	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-5	5241-5248	könnten	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-6	5249-5252	mal	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-7	5253-5260	schauen	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-8	5260-5261	,	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-9	5262-5266	dass	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-10	5267-5270	das	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-11	5271-5281	vielleicht	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-12	5282-5287	schon	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-13	5288-5291	was	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-14	5292-5298	ändert	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	
73-15	5298-5299	.	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[75]	*[75]	Strukturieren[75]	*[75]	

#Text=L: Sonst wäre noch eine Möglichkeit, dass man eben mal die Schulpsychologen zu Rat zieht, dass die Schulpsychologen...
74-1	5300-5301	L	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
74-2	5301-5302	:	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
74-3	5303-5308	Sonst	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-4	5309-5313	wäre	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-5	5314-5318	noch	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-6	5319-5323	eine	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-7	5324-5335	Möglichkeit	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-8	5335-5336	,	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-9	5337-5341	dass	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-10	5342-5345	man	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-11	5346-5350	eben	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-12	5351-5354	mal	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-13	5355-5358	die	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-14	5359-5375	Schulpsychologen	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-15	5376-5378	zu	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-16	5379-5382	Rat	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-17	5383-5388	zieht	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-18	5388-5389	,	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-19	5390-5394	dass	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-20	5395-5398	die	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-21	5399-5415	Schulpsychologen	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-22	5415-5416	.	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-23	5416-5417	.	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	
74-24	5417-5418	.	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	*[76]	*[76]	Strukturieren[76]	*[76]	

#Text=E: Nein, einen Psychologen braucht er nicht.
75-1	5419-5420	E	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-2	5420-5421	:	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-3	5422-5426	Nein	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-4	5426-5427	,	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-5	5428-5433	einen	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-6	5434-5445	Psychologen	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-7	5446-5453	braucht	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-8	5454-5456	er	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-9	5457-5462	nicht	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	
75-10	5462-5463	.	*[32]	*[32]	Argumentationsphase[32]	*[32]	*[32]	*[32]	*[32]	_	_	_	_	

#Text=E: Dem geht es super, dem geht es super, wirklich, das kann ich Ihnen sagen.
76-1	5464-5465	E	_	_	_	_	_	_	_	_	_	_	_	
76-2	5465-5466	:	_	_	_	_	_	_	_	_	_	_	_	
76-3	5467-5470	Dem	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-4	5471-5475	geht	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-5	5476-5478	es	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-6	5479-5484	super	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-7	5484-5485	,	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-8	5486-5489	dem	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-9	5490-5494	geht	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-10	5495-5497	es	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-11	5498-5503	super	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-12	5503-5504	,	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-13	5505-5513	wirklich	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-14	5513-5514	,	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-15	5515-5518	das	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-16	5519-5523	kann	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-17	5524-5527	ich	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-18	5528-5533	Ihnen	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-19	5534-5539	sagen	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	
76-20	5539-5540	.	*[33]	*[33]	Argumentationsphase[33]	*[33]	*[33]	*[33]	*[33]	_	_	_	_	

#Text=E: Aber den anderen Vorschlag, den finde ich super, weil es kann ja nicht einhergehen, dass er dann wegen schlechten Noten irgendwie vielleicht den Übergang aufs Gymnasium nicht schafft.
77-1	5541-5542	E	_	_	_	_	_	_	_	_	_	_	_	
77-2	5542-5543	:	_	_	_	_	_	_	_	_	_	_	_	
77-3	5544-5548	Aber	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-4	5549-5552	den	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-5	5553-5560	anderen	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-6	5561-5570	Vorschlag	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-7	5570-5571	,	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-8	5572-5575	den	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-9	5576-5581	finde	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-10	5582-5585	ich	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-11	5586-5591	super	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-12	5591-5592	,	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-13	5593-5597	weil	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-14	5598-5600	es	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-15	5601-5605	kann	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-16	5606-5608	ja	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-17	5609-5614	nicht	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-18	5615-5626	einhergehen	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-19	5626-5627	,	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-20	5628-5632	dass	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-21	5633-5635	er	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-22	5636-5640	dann	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-23	5641-5646	wegen	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-24	5647-5657	schlechten	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-25	5658-5663	Noten	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-26	5664-5673	irgendwie	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-27	5674-5684	vielleicht	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-28	5685-5688	den	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-29	5689-5697	Übergang	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-30	5698-5702	aufs	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-31	5703-5712	Gymnasium	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-32	5713-5718	nicht	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-33	5719-5726	schafft	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
77-34	5726-5727	.	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	

#Text=E: Das ist uns schon wichtig und wir wollen ihn natürlich auch fördern und uns ist auch wichtig, dass dann natürlich die Lehrkraft dann auch in unserem Interesse handelt.
78-1	5728-5729	E	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-2	5729-5730	:	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-3	5731-5734	Das	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-4	5735-5738	ist	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-5	5739-5742	uns	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-6	5743-5748	schon	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-7	5749-5756	wichtig	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-8	5757-5760	und	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-9	5761-5764	wir	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-10	5765-5771	wollen	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-11	5772-5775	ihn	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-12	5776-5785	natürlich	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-13	5786-5790	auch	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-14	5791-5798	fördern	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-15	5799-5802	und	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-16	5803-5806	uns	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-17	5807-5810	ist	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-18	5811-5815	auch	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-19	5816-5823	wichtig	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-20	5823-5824	,	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-21	5825-5829	dass	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-22	5830-5834	dann	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-23	5835-5844	natürlich	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-24	5845-5848	die	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-25	5849-5858	Lehrkraft	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-26	5859-5863	dann	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-27	5864-5868	auch	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-28	5869-5871	in	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-29	5872-5879	unserem	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-30	5880-5889	Interesse	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-31	5890-5897	handelt	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	
78-32	5897-5898	.	*[34]	*[34]	*[34]	Beschlussphase[34]	*[34]	*[34]	*[34]	_	_	_	_	

